,customerid,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
3368,15746,134,1,196.88,3,1,1,5,At Risk
3369,15747,13,9,2562.61,5,4,4,13,Champions
3370,15748,40,3,614.7600000000001,4,2,2,8,Needs Attention
3371,15749,235,3,44534.3,2,2,5,9,Needs Attention
3372,15750,3,18,6797.191,5,5,5,15,Champions
3373,15751,461,11,1380.44,1,4,4,9,Needs Attention
3374,15752,40,9,4207.54,4,4,5,13,Champions
3375,15753,305,1,79.2,2,1,1,4,At Risk
3376,15754,51,9,3037.61,4,4,5,13,Champions
3377,15755,10,17,5993.12,5,5,5,15,Champions
3378,15756,61,4,532.96,3,3,2,8,Needs Attention
3379,15757,66,6,2940.36,3,3,4,10,Loyal Customers
3380,15758,25,1,205.25,4,1,1,6,At Risk
3381,15759,218,7,830.9300000000001,2,3,3,8,Needs Attention
3382,15760,631,2,13916.34,1,2,5,8,Needs Attention
3383,15761,443,1,143.05,1,1,1,3,At Risk
3384,15762,65,2,583.75,3,2,2,7,Needs Attention
3385,15763,32,2,1086.92,4,2,3,9,Needs Attention
3386,15764,88,8,4503.08,3,4,5,12,Loyal Customers
3387,15765,667,1,370.63,1,1,2,4,At Risk
3388,15766,64,3,831.06,3,2,3,8,Needs Attention
3389,15768,116,34,15601.09,3,5,5,13,Champions
3390,15769,7,46,88704.32,5,5,5,15,Champions
3391,15770,613,1,321.45,1,1,2,4,At Risk
3392,15771,604,3,1006.54,1,2,3,6,At Risk
3393,15772,418,1,280.88,1,1,1,3,At Risk
3394,15773,6,2,774.52,5,2,3,10,Loyal Customers
3395,15774,69,6,1329.94,3,3,4,10,Loyal Customers
3396,15775,245,2,150.5,2,2,1,5,At Risk
3397,15776,133,1,241.62,3,1,1,5,At Risk
3398,15777,241,7,1762.61,2,3,4,9,Needs Attention
3399,15778,431,1,307.95,1,1,2,4,At Risk
3400,15779,463,2,124.08000000000001,1,2,1,4,At Risk
3401,15780,184,3,475.28000000000003,3,2,2,7,Needs Attention
3402,15781,25,3,345.46,4,2,2,8,Needs Attention
3403,15782,10,4,4014.1,5,3,5,13,Champions
3404,15783,11,1,246.3,5,1,1,7,Needs Attention
3405,15784,468,2,848.3299999999999,1,2,3,6,At Risk
3406,15785,33,16,5969.93,4,5,5,14,Champions
3407,15786,46,5,8514.82,4,3,5,12,Loyal Customers
3408,15787,26,3,948.05,4,2,3,9,Needs Attention
3409,15788,509,1,221.82999999999998,1,1,1,3,At Risk
3410,15789,358,6,1962.01,2,3,4,9,Needs Attention
3411,15790,10,1,220.85,5,1,1,7,Needs Attention
3412,15791,44,5,3608.34,4,3,5,12,Loyal Customers
3413,15792,400,2,933.84,2,2,3,7,Needs Attention
3414,15793,15,8,2399.57,5,4,4,13,Champions
3415,15794,736,2,777.0,1,2,3,6,At Risk
3416,15795,150,8,1979.8700000000001,3,4,4,11,Loyal Customers
3417,15796,1,17,5175.83,5,5,5,15,Champions
3418,15797,113,6,2821.08,3,3,4,10,Loyal Customers
3419,15798,493,3,1535.37,1,2,4,7,Needs Attention
3420,15799,76,4,1424.29,3,3,4,10,Loyal Customers
3421,15800,107,7,1242.58,3,3,3,9,Needs Attention
3422,15801,46,3,1063.95,4,2,3,9,Needs Attention
3423,15802,143,1,451.42,3,1,2,6,At Risk
3424,15803,51,4,1929.66,4,3,4,11,Loyal Customers
3425,15804,1,13,4206.39,5,4,5,14,Champions
3426,15805,23,30,10189.23,4,5,5,14,Champions
3427,15806,46,3,784.58,4,2,3,9,Needs Attention
3428,15807,50,5,1817.52,4,3,4,11,Loyal Customers
3429,15808,306,21,18409.93,2,5,5,12,Loyal Customers
3430,15809,36,7,1274.44,4,3,4,11,Loyal Customers
3431,15810,79,8,2999.04,3,4,5,12,Loyal Customers
3432,15811,22,7,3890.52,4,3,5,12,Loyal Customers
3433,15812,107,12,5201.47,3,4,5,12,Loyal Customers
3434,15813,208,2,1303.9099999999999,2,2,4,8,Needs Attention
3435,15814,17,6,2634.44,5,3,4,12,Loyal Customers
3436,15815,64,5,2100.6,3,3,4,10,Loyal Customers
3437,15816,542,2,144.14999999999998,1,2,1,4,At Risk
3438,15817,421,3,2766.4,1,2,4,7,Needs Attention
3439,15818,588,1,340.5,1,1,2,4,At Risk
3440,15819,49,10,3934.79,4,4,5,13,Champions
3441,15820,320,1,206.98,2,1,1,4,At Risk
3442,15821,44,2,570.96,4,2,2,8,Needs Attention
3443,15822,3,6,1840.06,5,3,4,12,Loyal Customers
3444,15823,372,3,3897.17,2,2,5,9,Needs Attention
3445,15824,453,2,890.94,1,2,3,6,At Risk
3446,15825,172,1,532.94,3,1,2,6,At Risk
3447,15826,56,4,2598.28,4,3,4,11,Loyal Customers
3448,15827,73,28,3794.07,3,5,5,13,Champions
3449,15828,375,1,1108.82,2,1,3,6,At Risk
3450,15829,99,2,636.14,3,2,3,8,Needs Attention
3451,15830,38,1,576.0,4,1,2,7,Needs Attention
3452,15831,58,3,801.76,4,2,3,9,Needs Attention
3453,15832,254,1,836.79,2,1,3,6,At Risk
3454,15833,738,1,80.4,1,1,1,3,At Risk
3455,15834,70,7,3772.9900000000002,3,3,5,11,Loyal Customers
3456,15835,44,4,954.09,4,3,3,10,Loyal Customers
3457,15836,50,1,137.37,4,1,1,6,At Risk
3458,15837,65,2,777.01,3,2,3,8,Needs Attention
3459,15838,11,34,74163.0,5,5,5,15,Champions
3460,15839,33,3,1048.49,4,2,3,9,Needs Attention
3461,15840,59,2,355.56,4,2,2,8,Needs Attention
3462,15841,73,9,2742.41,3,4,4,11,Loyal Customers
3463,15842,393,2,548.8,2,2,2,6,At Risk
3464,15843,304,1,118.95000000000002,2,1,1,4,At Risk
3465,15844,46,1,130.73999999999998,4,1,1,6,At Risk
3466,15845,18,11,4426.28,5,4,5,14,Champions
3467,15846,385,1,107.01,2,1,1,4,At Risk
3468,15847,38,5,822.57,4,3,3,10,Loyal Customers
3469,15848,622,1,139.94,1,1,1,3,At Risk
3470,15850,19,6,1058.72,5,3,3,11,Loyal Customers
3471,15851,527,1,109.73,1,1,1,3,At Risk
3472,15852,187,3,257.26,3,2,1,6,At Risk
3473,15853,52,1,110.8,4,1,1,6,At Risk
3474,15854,4,21,5583.81,5,5,5,15,Champions
3475,15855,137,6,1052.72,3,3,3,9,Needs Attention
3476,15856,4,52,34220.340000000004,5,5,5,15,Champions
3477,15857,19,2,570.48,5,2,2,9,Needs Attention
3478,15858,16,13,3960.37,5,4,5,14,Champions
3479,15859,432,1,438.46,1,1,2,4,At Risk
3480,15860,41,17,2505.21,4,5,4,13,Champions
3481,15861,12,12,4401.79,5,4,5,14,Champions
3482,15862,8,13,2928.29,5,4,4,13,Champions
3483,15863,26,5,358.7,4,3,2,9,Needs Attention
3484,15864,22,7,2180.76,4,3,4,11,Loyal Customers
3485,15865,41,5,2248.92,4,3,4,11,Loyal Customers
3486,15866,101,1,230.53,3,1,1,5,At Risk
3487,15867,5,31,9063.95,5,5,5,15,Champions
3488,15868,583,1,94.53,1,1,1,3,At Risk
3489,15869,277,3,323.65999999999997,2,2,2,6,At Risk
3490,15870,33,4,862.61,4,3,3,10,Loyal Customers
3491,15871,437,1,33.099999999999994,1,1,1,3,At Risk
3492,15872,15,4,795.68,5,3,3,11,Loyal Customers
3493,15873,500,4,313.91999999999996,1,3,2,6,At Risk
3494,15874,64,21,11284.76,3,5,5,13,Champions
3495,15875,646,1,111.72,1,1,1,3,At Risk
3496,15876,409,2,1449.1399999999999,2,2,4,8,Needs Attention
3497,15877,2,2,493.28,5,2,2,9,Needs Attention
3498,15878,562,2,330.77,1,2,2,5,At Risk
3499,15879,404,4,1157.3,2,3,3,8,Needs Attention
3500,15880,369,1,686.5600000000001,2,1,3,6,At Risk
3501,15881,312,5,501.39000000000004,2,3,2,7,Needs Attention
3502,15882,199,8,1495.98,2,4,4,10,Loyal Customers
3503,15883,2,2,396.48,5,2,2,9,Needs Attention
3504,15884,432,2,249.70000000000002,1,2,1,4,At Risk
3505,15885,93,15,1951.82,3,5,4,12,Loyal Customers
3506,15886,60,4,1052.8700000000001,3,3,3,9,Needs Attention
3507,15887,407,3,1027.15,2,2,3,7,Needs Attention
3508,15888,81,3,429.16,3,2,2,7,Needs Attention
3509,15889,157,8,1806.28,3,4,4,11,Loyal Customers
3510,15890,395,5,535.65,2,3,2,7,Needs Attention
3511,15891,227,1,524.52,2,1,2,5,At Risk
3512,15892,669,1,128.2,1,1,1,3,At Risk
3513,15893,482,1,305.28000000000003,1,1,2,4,At Risk
3514,15894,253,2,420.29,2,2,2,6,At Risk
3515,15895,150,1,179.17,3,1,1,5,At Risk
3516,15897,194,2,222.05,2,2,1,5,At Risk
3517,15898,1,25,5596.31,5,5,5,15,Champions
3518,15899,369,1,112.5,2,1,1,4,At Risk
3519,15900,24,4,900.4,4,3,3,10,Loyal Customers
3520,15901,17,7,703.22,5,3,3,11,Loyal Customers
3521,15902,380,1,145.01,2,1,1,4,At Risk
3522,15903,10,12,8939.84,5,4,5,14,Champions
3523,15904,8,1,164.68,5,1,1,7,Needs Attention
3524,15905,543,1,114.69,1,1,1,3,At Risk
3525,15906,20,10,2555.64,4,4,4,12,Loyal Customers
3526,15907,4,3,967.45,5,2,3,10,Loyal Customers
3527,15908,491,2,764.57,1,2,3,6,At Risk
3528,15909,174,1,191.94,3,1,1,5,At Risk
3529,15910,1,15,2681.8,5,5,4,14,Champions
3530,15911,624,8,1702.34,1,4,4,9,Needs Attention
3531,15912,178,9,1074.7,3,4,3,10,Loyal Customers
3532,15913,534,1,6.300000000000001,1,1,1,3,At Risk
3533,15914,378,2,205.99,2,2,1,5,At Risk
3534,15915,402,1,429.21,2,1,2,5,At Risk
3535,15916,16,13,3427.17,5,4,5,14,Champions
3536,15917,248,5,560.63,2,3,2,7,Needs Attention
3537,15918,191,3,582.88,2,2,2,6,At Risk
3538,15919,20,2,910.61,4,2,3,9,Needs Attention
3539,15920,154,9,571.64,3,4,2,9,Needs Attention
3540,15921,173,4,802.11,3,3,3,9,Needs Attention
3541,15922,373,1,739.0,2,1,3,6,At Risk
3542,15923,373,1,254.16,2,1,1,4,At Risk
3543,15924,731,1,102.82,1,1,1,3,At Risk
3544,15925,194,1,207.15,2,1,1,4,At Risk
3545,15926,542,1,134.44,1,1,1,3,At Risk
3546,15927,647,1,123.39,1,1,1,3,At Risk
3547,15928,656,1,293.53,1,1,2,4,At Risk
3548,15929,644,1,594.0,1,1,2,4,At Risk
3549,15930,67,1,426.63,3,1,2,6,At Risk
3550,15931,428,1,239.9,1,1,1,3,At Risk
3551,15932,4,8,2495.87,5,4,4,13,Champions
3552,15933,21,3,1107.46,4,2,3,9,Needs Attention
3553,15934,418,2,2190.66,1,2,4,7,Needs Attention
3554,15935,239,2,416.86,2,2,2,6,At Risk
3555,15936,379,2,282.79,2,2,1,5,At Risk
3556,15937,64,1,145.35,3,1,1,5,At Risk
3557,15938,112,9,734.81,3,4,3,10,Loyal Customers
3558,15939,90,16,9060.39,3,5,5,13,Champions
3559,15940,311,1,35.8,2,1,1,4,At Risk
3560,15941,637,1,405.0,1,1,2,4,At Risk
3561,15942,134,1,337.44,3,1,2,6,At Risk
3562,15943,650,2,271.28999999999996,1,2,1,4,At Risk
3563,15944,277,4,2164.24,2,3,4,9,Needs Attention
3564,15945,365,4,827.27,2,3,3,8,Needs Attention
3565,15946,503,3,2304.18,1,2,4,7,Needs Attention
3566,15947,83,1,1708.24,3,1,4,8,Needs Attention
3567,15948,8,3,1509.0900000000001,5,2,4,11,Loyal Customers
3568,15949,17,2,364.72,5,2,2,9,Needs Attention
3569,15950,32,10,7180.71,4,4,5,13,Champions
3570,15951,9,3,1013.17,5,2,3,10,Loyal Customers
3571,15952,34,4,806.57,4,3,3,10,Loyal Customers
3572,15953,15,18,3669.5499999999997,5,5,5,15,Champions
3573,15954,589,1,190.75,1,1,1,3,At Risk
3574,15955,24,22,8658.36,4,5,5,14,Champions
3575,15956,551,2,617.6,1,2,2,5,At Risk
3576,15957,32,3,930.1,4,2,3,9,Needs Attention
3577,15958,74,4,492.99,3,3,2,8,Needs Attention
3578,15959,682,3,579.49,1,2,2,5,At Risk
3579,15960,374,4,410.95,2,3,2,7,Needs Attention
3580,15961,379,1,451.28999999999996,2,1,2,5,At Risk
3581,15962,449,1,295.83,1,1,2,4,At Risk
3582,15963,20,2,470.76,4,2,2,8,Needs Attention
3583,15964,663,1,272.96000000000004,1,1,1,3,At Risk
3584,15965,17,13,3013.09,5,4,5,14,Champions
3585,15966,451,1,426.53000000000003,1,1,2,4,At Risk
3586,15967,23,12,3041.6,4,4,5,13,Champions
3587,15968,388,1,418.05,2,1,2,5,At Risk
3588,15969,3,5,1127.05,5,3,3,11,Loyal Customers
3589,15970,304,2,1017.32,2,2,3,7,Needs Attention
3590,15971,18,18,5902.83,5,5,5,15,Champions
3591,15972,456,5,1810.27,1,3,4,8,Needs Attention
3592,15973,367,3,988.44,2,2,3,7,Needs Attention
3593,15974,39,7,3442.15,4,3,5,12,Loyal Customers
3594,15975,84,1,371.01,3,1,2,6,At Risk
3595,15976,165,6,1746.6399999999999,3,3,4,10,Loyal Customers
3596,15977,17,2,1054.73,5,2,3,10,Loyal Customers
3597,15978,77,3,3279.42,3,2,5,10,Loyal Customers
3598,15979,603,1,329.22,1,1,2,4,At Risk
3599,15980,89,7,6593.68,3,3,5,11,Loyal Customers
3600,15981,25,21,9362.77,4,5,5,14,Champions
3601,15982,605,1,324.51,1,1,2,4,At Risk
3602,15983,22,8,3958.8199999999997,4,4,5,13,Champions
3603,15984,3,30,8759.32,5,5,5,15,Champions
3604,15985,123,7,2715.28,3,3,4,10,Loyal Customers
3605,15986,30,2,354.42,4,2,2,8,Needs Attention
3606,15987,12,8,1682.13,5,4,4,13,Champions
3607,15988,19,3,770.09,5,2,3,10,Loyal Customers
3608,15989,376,2,372.51,2,2,2,6,At Risk
3609,15990,44,7,2010.05,4,3,4,11,Loyal Customers
3610,15991,534,1,150.55,1,1,1,3,At Risk
3611,15992,4,3,896.6,5,2,3,10,Loyal Customers
3612,15993,9,7,2797.57,5,3,4,12,Loyal Customers
3613,15994,55,3,1202.18,4,2,3,9,Needs Attention
3614,15995,414,1,696.19,1,1,3,5,At Risk
3615,15996,88,7,1686.9,3,3,4,10,Loyal Customers
3616,15998,37,16,8308.34,4,5,5,14,Champions
3617,15999,736,1,20.4,1,1,1,3,At Risk
3618,16000,3,3,12393.7,5,2,5,12,Loyal Customers
3619,16001,381,1,583.39,2,1,2,5,At Risk
3620,16002,625,1,169.21,1,1,1,3,At Risk
3621,16003,30,10,5613.83,4,4,5,13,Champions
3622,16004,475,5,2146.39,1,3,4,8,Needs Attention
3623,16005,12,10,2436.22,5,4,4,13,Champions
3624,16006,211,2,347.17,2,2,2,6,At Risk
3625,16007,48,7,3075.14,4,3,5,12,Loyal Customers
3626,16008,24,15,5384.13,4,5,5,14,Champions
3627,16009,22,4,992.71,4,3,3,10,Loyal Customers
3628,16010,246,11,1724.06,2,4,4,10,Loyal Customers
3629,16011,8,29,5880.46,5,5,5,15,Champions
3630,16012,35,5,2989.79,4,3,5,12,Loyal Customers
3631,16013,4,84,57446.44,5,5,5,15,Champions
3632,16014,38,5,1130.27,4,3,3,10,Loyal Customers
3633,16015,4,3,705.39,5,2,3,10,Loyal Customers
3634,16016,3,11,2533.94,5,4,4,13,Champions
3635,16017,47,5,1553.83,4,3,4,11,Loyal Customers
3636,16018,39,4,698.13,4,3,3,10,Loyal Customers
3637,16019,47,27,17465.85,4,5,5,14,Champions
3638,16020,17,3,851.01,5,2,3,10,Loyal Customers
3639,16021,395,2,532.25,2,2,2,6,At Risk
3640,16022,260,1,628.28,2,1,3,6,At Risk
3641,16023,46,3,719.81,4,2,3,9,Needs Attention
3642,16024,12,3,484.2,5,2,2,9,Needs Attention
3643,16025,30,1,439.65999999999997,4,1,2,7,Needs Attention
3644,16026,43,1,236.09,4,1,1,6,At Risk
3645,16027,92,15,2048.36,3,5,4,12,Loyal Customers
3646,16028,596,1,82.2,1,1,1,3,At Risk
3647,16029,39,107,122209.14,4,5,5,14,Champions
3648,16030,310,1,331.24,2,1,2,5,At Risk
3649,16031,92,2,548.94,3,2,2,7,Needs Attention
3650,16032,456,6,1970.45,1,3,4,8,Needs Attention
3651,16033,6,27,10836.13,5,5,5,15,Champions
3652,16034,196,6,928.72,2,3,3,8,Needs Attention
3653,16035,560,1,217.73,1,1,1,3,At Risk
3654,16036,87,4,2556.84,3,3,4,10,Loyal Customers
3655,16037,270,5,1509.34,2,3,4,9,Needs Attention
3656,16038,8,3,471.78000000000003,5,2,2,9,Needs Attention
3657,16039,424,2,456.4,1,2,2,5,At Risk
3658,16040,65,7,2416.9,3,3,4,10,Loyal Customers
3659,16041,31,3,3166.4,4,2,5,11,Loyal Customers
3660,16042,22,8,2265.12,4,4,4,12,Loyal Customers
3661,16043,38,8,1856.5900000000001,4,4,4,12,Loyal Customers
3662,16044,435,1,340.84000000000003,1,1,2,4,At Risk
3663,16045,120,8,3434.9300000000003,3,4,5,12,Loyal Customers
3664,16046,562,1,235.78,1,1,1,3,At Risk
3665,16047,682,1,107.14,1,1,1,3,At Risk
3666,16048,373,4,1075.23,2,3,3,8,Needs Attention
3667,16049,40,6,1899.68,4,3,4,11,Loyal Customers
3668,16050,174,3,300.7,3,2,2,7,Needs Attention
3669,16051,682,1,188.44,1,1,1,3,At Risk
3670,16052,54,1,362.06,4,1,2,7,Needs Attention
3671,16053,33,6,3634.84,4,3,5,12,Loyal Customers
3672,16054,145,4,2111.88,3,3,4,10,Loyal Customers
3673,16055,221,1,134.8,2,1,1,4,At Risk
3674,16056,45,1,664.85,4,1,3,8,Needs Attention
3675,16057,16,10,3854.85,5,4,5,14,Champions
3676,16058,406,1,62.7,2,1,1,4,At Risk
3677,16059,66,12,3217.77,3,4,5,12,Loyal Customers
3678,16060,401,3,541.95,2,2,2,6,At Risk
3679,16061,431,1,89.65,1,1,1,3,At Risk
3680,16062,10,8,2863.45,5,4,4,13,Champions
3681,16063,260,1,335.32,2,1,2,5,At Risk
3682,16064,725,1,111.0,1,1,1,3,At Risk
3683,16065,365,8,2382.62,2,4,4,10,Loyal Customers
3684,16066,17,5,1521.87,5,3,4,12,Loyal Customers
3685,16067,563,3,3395.29,1,2,5,8,Needs Attention
3686,16068,594,1,122.93,1,1,1,3,At Risk
3687,16069,418,1,457.7,1,1,2,4,At Risk
3688,16070,22,2,852.15,4,2,3,9,Needs Attention
3689,16071,45,4,1076.8,4,3,3,10,Loyal Customers
3690,16072,288,4,4328.89,2,3,5,10,Loyal Customers
3691,16073,297,1,122.39999999999999,2,1,1,4,At Risk
3692,16074,390,1,265.25,2,1,1,4,At Risk
3693,16075,503,2,736.9300000000001,1,2,3,6,At Risk
3694,16076,3,10,2234.73,5,4,4,13,Champions
3695,16077,626,1,2300.4,1,1,4,6,At Risk
3696,16078,284,2,362.99,2,2,2,6,At Risk
3697,16079,17,3,1352.0,5,2,4,11,Loyal Customers
3698,16080,82,4,602.5600000000001,3,3,2,8,Needs Attention
3699,16081,56,8,4460.18,4,4,5,13,Champions
3700,16082,670,1,106.75,1,1,1,3,At Risk
3701,16083,101,4,2351.42,3,3,4,10,Loyal Customers
3702,16084,299,1,436.18,2,1,2,5,At Risk
3703,16085,23,12,2343.53,4,4,4,12,Loyal Customers
3704,16086,59,10,2864.9900000000002,4,4,4,12,Loyal Customers
3705,16087,389,5,1739.92,2,3,4,9,Needs Attention
3706,16088,576,2,1437.43,1,2,4,7,Needs Attention
3707,16089,386,2,271.44,2,2,1,5,At Risk
3708,16090,624,1,205.91,1,1,1,3,At Risk
3709,16091,155,2,315.06,3,2,2,7,Needs Attention
3710,16092,115,6,1587.94,3,3,4,10,Loyal Customers
3711,16093,107,1,17.0,3,1,1,5,At Risk
3712,16094,12,11,3695.56,5,4,5,14,Champions
3713,16095,456,1,447.05,1,1,2,4,At Risk
3714,16096,264,4,1584.97,2,3,4,9,Needs Attention
3715,16097,240,1,185.04999999999998,2,1,1,4,At Risk
3716,16098,88,14,4448.1,3,5,5,13,Champions
3717,16099,50,7,1573.2,4,3,4,11,Loyal Customers
3718,16100,463,1,582.64,1,1,2,4,At Risk
3719,16101,71,4,3229.16,3,3,5,11,Loyal Customers
3720,16102,42,3,1842.14,4,2,4,10,Loyal Customers
3721,16103,7,22,6191.71,5,5,5,15,Champions
3722,16104,62,9,2778.61,3,4,4,11,Loyal Customers
3723,16105,249,5,2386.19,2,3,4,9,Needs Attention
3724,16106,66,1,108.38,3,1,1,5,At Risk
3725,16107,18,7,3204.1600000000003,5,3,5,13,Champions
3726,16108,85,4,2235.92,3,3,4,10,Loyal Customers
3727,16109,219,3,939.48,2,2,3,7,Needs Attention
3728,16110,45,4,1819.27,4,3,4,11,Loyal Customers
3729,16111,428,1,562.48,1,1,2,4,At Risk
3730,16112,143,4,195.73999999999998,3,3,1,7,Needs Attention
3731,16113,183,1,161.38,3,1,1,5,At Risk
3732,16114,171,1,135.75000000000003,3,1,1,5,At Risk
3733,16115,10,12,2575.14,5,4,4,13,Champions
3734,16116,212,1,612.78,2,1,2,5,At Risk
3735,16117,190,3,654.4,2,2,3,7,Needs Attention
3736,16118,653,1,4376.25,1,1,5,7,Needs Attention
3737,16119,8,8,1720.81,5,4,4,13,Champions
3738,16120,59,6,3056.91,4,3,5,12,Loyal Customers
3739,16121,57,5,1477.09,4,3,4,11,Loyal Customers
3740,16122,73,6,1001.34,3,3,3,9,Needs Attention
3741,16123,52,1,307.78,4,1,2,7,Needs Attention
3742,16124,317,4,1772.49,2,3,4,9,Needs Attention
3743,16125,367,14,4587.65,2,5,5,12,Loyal Customers
3744,16126,29,15,14646.800000000001,4,5,5,14,Champions
3745,16127,39,2,801.31,4,2,3,9,Needs Attention
3746,16128,18,11,3801.05,5,4,5,14,Champions
3747,16129,407,3,1396.05,2,2,4,8,Needs Attention
3748,16130,422,4,987.48,1,3,3,7,Needs Attention
3749,16131,52,12,9957.42,4,4,5,13,Champions
3750,16132,544,2,664.1999999999999,1,2,3,6,At Risk
3751,16133,4,56,22992.260000000002,5,5,5,15,Champions
3752,16134,22,5,2145.34,4,3,4,11,Loyal Customers
3753,16135,263,2,819.45,2,2,3,7,Needs Attention
3754,16136,60,4,946.8,3,3,3,9,Needs Attention
3755,16137,680,1,422.7,1,1,2,4,At Risk
3756,16138,379,3,910.35,2,2,3,7,Needs Attention
3757,16139,19,5,1111.15,5,3,3,11,Loyal Customers
3758,16140,66,3,1557.6000000000001,3,2,4,9,Needs Attention
3759,16141,88,2,955.94,3,2,3,8,Needs Attention
3760,16142,250,1,535.34,2,1,2,5,At Risk
3761,16143,3,12,4910.83,5,4,5,14,Champions
3762,16144,247,1,175.2,2,1,1,4,At Risk
3763,16145,9,19,6805.4400000000005,5,5,5,15,Champions
3764,16146,157,4,946.38,3,3,3,9,Needs Attention
3765,16147,134,5,2398.91,3,3,4,10,Loyal Customers
3766,16148,296,2,386.62,2,2,2,6,At Risk
3767,16149,5,3,422.22,5,2,2,9,Needs Attention
3768,16150,43,10,4395.59,4,4,5,13,Champions
3769,16152,269,1,1829.04,2,1,4,7,Needs Attention
3770,16153,50,11,5133.49,4,4,5,13,Champions
3771,16155,382,5,796.9,2,3,3,8,Needs Attention
3772,16156,9,20,6218.18,5,5,5,15,Champions
3773,16157,16,3,656.69,5,2,3,10,Loyal Customers
3774,16158,522,9,628.32,1,4,3,8,Needs Attention
3775,16159,282,4,1232.79,2,3,3,8,Needs Attention
3776,16160,65,2,1025.44,3,2,3,8,Needs Attention
3777,16161,2,43,12831.8,5,5,5,15,Champions
3778,16162,252,1,37.4,2,1,1,4,At Risk
3779,16163,232,6,2849.58,2,3,4,9,Needs Attention
3780,16164,17,3,822.48,5,2,3,10,Loyal Customers
3781,16165,505,1,79.9,1,1,1,3,At Risk
3782,16166,428,2,435.83,1,2,2,5,At Risk
3783,16167,414,5,1386.1200000000001,1,3,4,8,Needs Attention
3784,16168,11,66,10636.47,5,5,5,15,Champions
3785,16169,8,4,1822.97,5,3,4,12,Loyal Customers
3786,16170,51,20,6869.0,4,5,5,14,Champions
3787,16171,59,1,73.2,4,1,1,6,At Risk
3788,16172,95,8,1884.55,3,4,4,11,Loyal Customers
3789,16173,16,6,1418.32,5,3,4,12,Loyal Customers
3790,16174,126,7,2246.75,3,3,4,10,Loyal Customers
3791,16175,94,7,1836.44,3,3,4,10,Loyal Customers
3792,16176,421,4,2052.69,1,3,4,8,Needs Attention
3793,16177,50,8,2247.31,4,4,4,12,Loyal Customers
3794,16178,138,2,612.6,3,2,2,7,Needs Attention
3795,16179,61,1,215.83,3,1,1,5,At Risk
3796,16180,100,13,16249.87,3,4,5,12,Loyal Customers
3797,16181,73,1,305.54,3,1,2,6,At Risk
3798,16182,72,9,9971.65,3,4,5,12,Loyal Customers
3799,16183,67,4,1077.81,3,3,3,9,Needs Attention
3800,16184,64,6,1158.79,3,3,3,9,Needs Attention
3801,16185,17,3,644.72,5,2,3,10,Loyal Customers
3802,16186,23,26,9026.11,4,5,5,14,Champions
3803,16187,32,15,6911.4400000000005,4,5,5,14,Champions
3804,16188,45,5,1087.66,4,3,3,10,Loyal Customers
3805,16189,16,2,215.48,5,2,1,8,Needs Attention
3806,16190,40,8,2723.55,4,4,4,12,Loyal Customers
3807,16191,3,24,15688.02,5,5,5,15,Champions
3808,16192,736,1,351.3,1,1,2,4,At Risk
3809,16193,237,2,630.43,2,2,3,7,Needs Attention
3810,16194,375,1,308.59999999999997,2,1,2,5,At Risk
3811,16195,723,1,323.25,1,1,2,4,At Risk
3812,16196,489,1,93.3,1,1,1,3,At Risk
3813,16197,469,9,2016.71,1,4,4,9,Needs Attention
3814,16198,75,2,1030.0410000000002,3,2,3,8,Needs Attention
3815,16199,392,7,942.75,2,3,3,8,Needs Attention
3816,16200,4,12,5643.45,5,4,5,14,Champions
3817,16201,3,5,2112.12,5,3,4,12,Loyal Customers
3818,16202,361,9,2501.9900000000002,2,4,4,10,Loyal Customers
3819,16203,59,6,1114.54,4,3,3,10,Loyal Customers
3820,16204,23,3,944.24,4,2,3,9,Needs Attention
3821,16205,31,7,1830.61,4,3,4,11,Loyal Customers
3822,16206,55,13,2602.32,4,4,4,12,Loyal Customers
3823,16207,25,1,394.38,4,1,2,7,Needs Attention
3824,16208,45,10,3440.45,4,4,5,13,Champions
3825,16209,89,9,4146.78,3,4,5,12,Loyal Customers
3826,16210,2,35,38489.51,5,5,5,15,Champions
3827,16211,89,3,1090.59,3,2,3,8,Needs Attention
3828,16212,19,4,1293.71,5,3,4,12,Loyal Customers
3829,16213,79,1,159.0,3,1,1,5,At Risk
3830,16214,171,4,2038.25,3,3,4,10,Loyal Customers
3831,16215,81,1,242.35,3,1,1,5,At Risk
3832,16216,267,1,914.9300000000001,2,1,3,6,At Risk
3833,16217,235,2,304.25,2,2,2,6,At Risk
3834,16218,30,13,4439.97,4,4,5,13,Champions
3835,16219,501,1,40.8,1,1,1,3,At Risk
3836,16221,37,9,2235.5099999999998,4,4,4,12,Loyal Customers
3837,16222,318,2,1345.22,2,2,4,8,Needs Attention
3838,16223,375,2,1102.3500000000001,2,2,3,7,Needs Attention
3839,16224,57,5,1616.54,4,3,4,11,Loyal Customers
3840,16225,45,15,2867.4100000000003,4,5,4,13,Champions
3841,16226,203,5,672.1700000000001,2,3,3,8,Needs Attention
3842,16227,225,3,1027.22,2,2,3,7,Needs Attention
3843,16228,385,3,890.8100000000001,2,2,3,7,Needs Attention
3844,16229,87,6,2867.86,3,3,4,10,Loyal Customers
3845,16230,190,2,542.03,2,2,2,6,At Risk
3846,16231,379,4,1078.22,2,3,3,8,Needs Attention
